,sentence,bigrams
2838,فهمت قال عشر مره ههه,"[('فهمت', 'قال'), ('قال', 'عشر'), ('عشر', 'مره'), ('مره', 'ههه')]"
2839,من يشتري من كسكرزت في قاعه بلا نظافه حتي باش يغسل يدو ما عندوش يحك خشم يحك ترمتو وبعد يعملك كسكروت معفن وحكه هريسه غبره تراب ويمس فلوس يمس خشم يحك نقبو وبعد يعملك كسكروت اع مخمج,"[('من', 'يشتري'), ('يشتري', 'من'), ('من', 'كسكرزت'), ('كسكرزت', 'في'), ('في', 'قاعه'), ('قاعه', 'بلا'), ('بلا', 'نظافه'), ('نظافه', 'حتي'), ('حتي', 'باش'), ('باش', 'يغسل'), ('يغسل', 'يدو'), ('يدو', 'ما'), ('ما', 'عندوش'), ('عندوش', 'يحك'), ('يحك', 'خشم'), ('خشم', 'يحك'), ('يحك', 'ترمتو'), ('ترمتو', 'وبعد'), ('وبعد', 'يعملك'), ('يعملك', 'كسكروت'), ('كسكروت', 'معفن'), ('معفن', 'وحكه'), ('وحكه', 'هريسه'), ('هريسه', 'غبره'), ('غبره', 'تراب'), ('تراب', 'ويمس'), ('ويمس', 'فلوس'), ('فلوس', 'يمس'), ('يمس', 'خشم'), ('خشم', 'يحك'), ('يحك', 'نقبو'), ('نقبو', 'وبعد'), ('وبعد', 'يعملك'), ('يعملك', 'كسكروت'), ('كسكروت', 'اع'), ('اع', 'مخمج')]"
2840,فقر سعاده,"[('فقر', 'سعاده')]"
2841,لاحظت بلي علبه تاع طون في تونس تجي 50 علبه من طون جزائريه الشعب جزائري يعا من نقص فادح في اسماك علي عكس جير اين هي وزاره صيد بحري,"[('لاحظت', 'بلي'), ('بلي', 'علبه'), ('علبه', 'تاع'), ('تاع', 'طون'), ('طون', 'في'), ('في', 'تونس'), ('تونس', 'تجي'), ('تجي', '50'), ('50', 'علبه'), ('علبه', 'من'), ('من', 'طون'), ('طون', 'جزائريه'), ('جزائريه', 'الشعب'), ('الشعب', 'جزائري'), ('جزائري', 'يعا'), ('يعا', 'من'), ('من', 'نقص'), ('نقص', 'فادح'), ('فادح', 'في'), ('في', 'اسماك'), ('اسماك', 'علي'), ('علي', 'عكس'), ('عكس', 'جير'), ('جير', 'اين'), ('اين', 'هي'), ('هي', 'وزاره'), ('وزاره', 'صيد'), ('صيد', 'بحري')]"
2842,ماشاء الله تبارك رحم كسكروط واعر غير لهريسه منقدرش عليها ختكم من مغرب بصحت,"[('ماشاء', 'الله'), ('الله', 'تبارك'), ('تبارك', 'رحم'), ('رحم', 'كسكروط'), ('كسكروط', 'واعر'), ('واعر', 'غير'), ('غير', 'لهريسه'), ('لهريسه', 'منقدرش'), ('منقدرش', 'عليها'), ('عليها', 'ختكم'), ('ختكم', 'من'), ('من', 'مغرب'), ('مغرب', 'بصحت')]"
2843,طابونه حنا عند في مغرب عيب ههه,"[('طابونه', 'حنا'), ('حنا', 'عند'), ('عند', 'في'), ('في', 'مغرب'), ('مغرب', 'عيب'), ('عيب', 'ههه')]"
2844,يا حسره علا كسكروت عياري من 2001 مكليتوش,"[('يا', 'حسره'), ('حسره', 'علا'), ('علا', 'كسكروت'), ('كسكروت', 'عياري'), ('عياري', 'من'), ('من', '2001'), ('2001', 'مكليتوش')]"
2845,ربي اعين زوالي,"[('ربي', 'اعين'), ('اعين', 'زوالي')]"
2846,مامع عضمه,"[('مامع', 'عضمه')]"
2847,حتي انتو بش تبيضو كيف دجاج,"[('حتي', 'انتو'), ('انتو', 'بش'), ('بش', 'تبيضو'), ('تبيضو', 'كيف'), ('كيف', 'دجاج')]"
2848,فهمت اختي فهمت فهمت اختي فهمت فهمت فهمت,"[('فهمت', 'اختي'), ('اختي', 'فهمت'), ('فهمت', 'فهمت'), ('فهمت', 'اختي'), ('اختي', 'فهمت'), ('فهمت', 'فهمت'), ('فهمت', 'فهمت')]"
2849,و ما ارك لغه الي تتكلمو بها,"[('و', 'ما'), ('ما', 'ارك'), ('ارك', 'لغه'), ('لغه', 'الي'), ('الي', 'تتكلمو'), ('تتكلمو', 'بها')]"
2850,تحياتي الي اخو في تونس و لكن سندويش فيه بيضه مسلوقه  تونه  حار  زيت زيتونه  فيلم رعب او مسرحيه عادل امام ,"[('تحياتي', 'الي'), ('الي', 'اخو'), ('اخو', 'في'), ('في', 'تونس'), ('تونس', 'و'), ('و', 'لكن'), ('لكن', 'سندويش'), ('سندويش', 'فيه'), ('فيه', 'بيضه'), ('بيضه', 'مسلوقه'), ('مسلوقه', ''), ('', 'تونه'), ('تونه', ''), ('', 'حار'), ('حار', ''), ('', 'زيت'), ('زيت', 'زيتونه'), ('زيتونه', ''), ('', 'فيلم'), ('فيلم', 'رعب'), ('رعب', 'او'), ('او', 'مسرحيه'), ('مسرحيه', 'عادل'), ('عادل', 'امام'), ('امام', '')]"
2851,خدام رجال سيد,"[('خدام', 'رجال'), ('رجال', 'سيد')]"
2852,بالله ناس لي تقول خمج و امراض و بكتير و و  ا خويا و لا اختي رانا من قديم زمان ناكلو فيه و لا مرض لا صار شي حمد لله انا ما ريتش و ما سمعتش بحال مرضيه و الا وفي متعدده بسبب عياري ولا غيرو ذات  لي جايبين ماكلت تتعدا عالسكانير و تحاليل طبيه قبل ما ياكلو  قولي معصوم من امراض تي اصح منكم ناس لتحكو علي يا صيدلية ,"[('بالله', 'ناس'), ('ناس', 'لي'), ('لي', 'تقول'), ('تقول', 'خمج'), ('خمج', 'و'), ('و', 'امراض'), ('امراض', 'و'), ('و', 'بكتير'), ('بكتير', 'و'), ('و', 'و'), ('و', ''), ('', 'ا'), ('ا', 'خويا'), ('خويا', 'و'), ('و', 'لا'), ('لا', 'اختي'), ('اختي', 'رانا'), ('رانا', 'من'), ('من', 'قديم'), ('قديم', 'زمان'), ('زمان', 'ناكلو'), ('ناكلو', 'فيه'), ('فيه', 'و'), ('و', 'لا'), ('لا', 'مرض'), ('مرض', 'لا'), ('لا', 'صار'), ('صار', 'شي'), ('شي', 'حمد'), ('حمد', 'لله'), ('لله', 'انا'), ('انا', 'ما'), ('ما', 'ريتش'), ('ريتش', 'و'), ('و', 'ما'), ('ما', 'سمعتش'), ('سمعتش', 'بحال'), ('بحال', 'مرضيه'), ('مرضيه', 'و'), ('و', 'الا'), ('الا', 'وفي'), ('وفي', 'متعدده'), ('متعدده', 'بسبب'), ('بسبب', 'عياري'), ('عياري', 'ولا'), ('ولا', 'غيرو'), ('غيرو', 'ذات'), ('ذات', ''), ('', 'لي'), ('لي', 'جايبين'), ('جايبين', 'ماكلت'), ('ماكلت', 'تتعدا'), ('تتعدا', 'عالسكانير'), ('عالسكانير', 'و'), ('و', 'تحاليل'), ('تحاليل', 'طبيه'), ('طبيه', 'قبل'), ('قبل', 'ما'), ('ما', 'ياكلو'), ('ياكلو', ''), ('', 'قولي'), ('قولي', 'معصوم'), ('معصوم', 'من'), ('من', 'امراض'), ('امراض', 'تي'), ('تي', 'اصح'), ('اصح', 'منكم'), ('منكم', 'ناس'), ('ناس', 'لتحكو'), ('لتحكو', 'علي'), ('علي', 'يا'), ('يا', 'صيدلية'), ('صيدلية', '')]"
2853,طبون ههه لو تقول فالمغرب مشكله,"[('طبون', 'ههه'), ('ههه', 'لو'), ('لو', 'تقول'), ('تقول', 'فالمغرب'), ('فالمغرب', 'مشكله')]"
2854,ياخذ في حاره عظم ب 700 يبيع في كعب ب 400 الحاره 1600 و يقلك نصور 15000د هذا في عظم اكهو,"[('ياخذ', 'في'), ('في', 'حاره'), ('حاره', 'عظم'), ('عظم', 'ب'), ('ب', '700'), ('700', 'يبيع'), ('يبيع', 'في'), ('في', 'كعب'), ('كعب', 'ب'), ('ب', '400'), ('400', 'الحاره'), ('الحاره', '1600'), ('1600', 'و'), ('و', 'يقلك'), ('يقلك', 'نصور'), ('نصور', '15000د'), ('15000د', 'هذا'), ('هذا', 'في'), ('في', 'عظم'), ('عظم', 'اكهو')]"
2855,تي اعطوه رخصه الزح,"[('تي', 'اعطوه'), ('اعطوه', 'رخصه'), ('رخصه', 'الزح')]"
2856,ما معني كلمه عياري ,"[('ما', 'معني'), ('معني', 'كلمه'), ('كلمه', 'عياري'), ('عياري', '')]"
2857,يعيش الزوالي اينما وجد  المهم حلا ليخير من الي  يسرق في الناس,"[('يعيش', 'الزوالي'), ('الزوالي', 'اينما'), ('اينما', 'وجد'), ('وجد', ''), ('', 'المهم'), ('المهم', 'حلا'), ('حلا', 'ليخير'), ('ليخير', 'من'), ('من', 'الي'), ('الي', ''), ('', 'يسرق'), ('يسرق', 'في'), ('في', 'الناس')]"
2858,شاحل تكل لحارء,"[('شاحل', 'تكل'), ('تكل', 'لحارء')]"
2859,اكثر لمجه معفونه في تونس,"[('اكثر', 'لمجه'), ('لمجه', 'معفونه'), ('معفونه', 'في'), ('في', 'تونس')]"
2860,رجال ربي يعاون تحيا زواليو كان,"[('رجال', 'ربي'), ('ربي', 'يعاون'), ('يعاون', 'تحيا'), ('تحيا', 'زواليو'), ('زواليو', 'كان')]"
2861,كعبوره يا معلم,"[('كعبوره', 'يا'), ('يا', 'معلم')]"
2862,نغسل ايدي معج و نحك سنيه صاب,"[('نغسل', 'ايدي'), ('ايدي', 'معج'), ('معج', 'و'), ('و', 'نحك'), ('نحك', 'سنيه'), ('سنيه', 'صاب')]"
2863,كسكروت خطير جدا ومفخخ كليتو مرت موت شفت كارثه تن وسلايط في مكان غير ملائم لدرجه بروده ربي يسهل قسم واكاهو,"[('كسكروت', 'خطير'), ('خطير', 'جدا'), ('جدا', 'ومفخخ'), ('ومفخخ', 'كليتو'), ('كليتو', 'مرت'), ('مرت', 'موت'), ('موت', 'شفت'), ('شفت', 'كارثه'), ('كارثه', 'تن'), ('تن', 'وسلايط'), ('وسلايط', 'في'), ('في', 'مكان'), ('مكان', 'غير'), ('غير', 'ملائم'), ('ملائم', 'لدرجه'), ('لدرجه', 'بروده'), ('بروده', 'ربي'), ('ربي', 'يسهل'), ('يسهل', 'قسم'), ('قسم', 'واكاهو')]"
2864,ظاهره غير صحيه وجب علي بلديه منع,"[('ظاهره', 'غير'), ('غير', 'صحيه'), ('صحيه', 'وجب'), ('وجب', 'علي'), ('علي', 'بلديه'), ('بلديه', 'منع')]"
2865,راجلي طليا مات عليه كسكروت ديجا كلاه من عندك توه نرجع ليك في مارس ربي يوفقك,"[('راجلي', 'طليا'), ('طليا', 'مات'), ('مات', 'عليه'), ('عليه', 'كسكروت'), ('كسكروت', 'ديجا'), ('ديجا', 'كلاه'), ('كلاه', 'من'), ('من', 'عندك'), ('عندك', 'توه'), ('توه', 'نرجع'), ('نرجع', 'ليك'), ('ليك', 'في'), ('في', 'مارس'), ('مارس', 'ربي'), ('ربي', 'يوفقك')]"
2866,تحيا كرانتيكا,"[('تحيا', 'كرانتيكا')]"
2867,شناه عظمه هادي يعني بيضه,"[('شناه', 'عظمه'), ('عظمه', 'هادي'), ('هادي', 'يعني'), ('يعني', 'بيضه')]"
2868,معلم,[]
2869, كسروت عياري,"[('', 'كسروت'), ('كسروت', 'عياري')]"
2870,نحب نفهم علاش اسمو كسكروت عياري ,"[('نحب', 'نفهم'), ('نفهم', 'علاش'), ('علاش', 'اسمو'), ('اسمو', 'كسكروت'), ('كسكروت', 'عياري'), ('عياري', '')]"
2871,فهمت,[]
2872,كسكروت خمج الله يعين,"[('كسكروت', 'خمج'), ('خمج', 'الله'), ('الله', 'يعين')]"
2873,انا اول تونسي نتلب سماح من بن علي طربلسب,"[('انا', 'اول'), ('اول', 'تونسي'), ('تونسي', 'نتلب'), ('نتلب', 'سماح'), ('سماح', 'من'), ('من', 'بن'), ('بن', 'علي'), ('علي', 'طربلسب')]"
2874,فهمت x 10000 مره,"[('فهمت', 'x'), ('x', '10000'), ('10000', 'مره')]"
2875,اكثر اكله يحب جراثيم وتهزك استعجالي,"[('اكثر', 'اكله'), ('اكله', 'يحب'), ('يحب', 'جراثيم'), ('جراثيم', 'وتهزك'), ('وتهزك', 'استعجالي')]"
2876,هريسه و بيض هريسه و بيض بدلو شوي,"[('هريسه', 'و'), ('و', 'بيض'), ('بيض', 'هريسه'), ('هريسه', 'و'), ('و', 'بيض'), ('بيض', 'بدلو'), ('بدلو', 'شوي')]"
2877,تبلبيز وتكعبير يععغع,"[('تبلبيز', 'وتكعبير'), ('وتكعبير', 'يععغع')]"
2878,متوحشو عياري,"[('متوحشو', 'عياري')]"
2879,ولكن مهيش طيبا لبيض خضرا يعععععع او,"[('ولكن', 'مهيش'), ('مهيش', 'طيبا'), ('طيبا', 'لبيض'), ('لبيض', 'خضرا'), ('خضرا', 'يعععععع'), ('يعععععع', 'او')]"
2880,كيف تحارب الله وتريد ان تحيو حياه كريمه كيف لقوم يتظاهر افطار علني ويقول علي صيام مش سيف وكيف لقوم يمنع شرع الله في تعدد ويمنع شرع الله في ميراث كيف لقوم ترك اسلام واتبع منهج فرنسي ويريد ان يحيو حياه كريمه عودو يا قوم عودو يا ناس الي الله صدقو لن يصلح حال الا رجوع الي منهج الله عودو,"[('كيف', 'تحارب'), ('تحارب', 'الله'), ('الله', 'وتريد'), ('وتريد', 'ان'), ('ان', 'تحيو'), ('تحيو', 'حياه'), ('حياه', 'كريمه'), ('كريمه', 'كيف'), ('كيف', 'لقوم'), ('لقوم', 'يتظاهر'), ('يتظاهر', 'افطار'), ('افطار', 'علني'), ('علني', 'ويقول'), ('ويقول', 'علي'), ('علي', 'صيام'), ('صيام', 'مش'), ('مش', 'سيف'), ('سيف', 'وكيف'), ('وكيف', 'لقوم'), ('لقوم', 'يمنع'), ('يمنع', 'شرع'), ('شرع', 'الله'), ('الله', 'في'), ('في', 'تعدد'), ('تعدد', 'ويمنع'), ('ويمنع', 'شرع'), ('شرع', 'الله'), ('الله', 'في'), ('في', 'ميراث'), ('ميراث', 'كيف'), ('كيف', 'لقوم'), ('لقوم', 'ترك'), ('ترك', 'اسلام'), ('اسلام', 'واتبع'), ('واتبع', 'منهج'), ('منهج', 'فرنسي'), ('فرنسي', 'ويريد'), ('ويريد', 'ان'), ('ان', 'يحيو'), ('يحيو', 'حياه'), ('حياه', 'كريمه'), ('كريمه', 'عودو'), ('عودو', 'يا'), ('يا', 'قوم'), ('قوم', 'عودو'), ('عودو', 'يا'), ('يا', 'ناس'), ('ناس', 'الي'), ('الي', 'الله'), ('الله', 'صدقو'), ('صدقو', 'لن'), ('لن', 'يصلح'), ('يصلح', 'حال'), ('حال', 'الا'), ('الا', 'رجوع'), ('رجوع', 'الي'), ('الي', 'منهج'), ('منهج', 'الله'), ('الله', 'عودو')]"
2881,كاسكروت عفن هم هم,"[('كاسكروت', 'عفن'), ('عفن', 'هم'), ('هم', 'هم')]"
2882,يرحمو علي بوعزيزي لي عطا تاشيره مدي حياه لمزاوله حرف بسيطه,"[('يرحمو', 'علي'), ('علي', 'بوعزيزي'), ('بوعزيزي', 'لي'), ('لي', 'عطا'), ('عطا', 'تاشيره'), ('تاشيره', 'مدي'), ('مدي', 'حياه'), ('حياه', 'لمزاوله'), ('لمزاوله', 'حرف'), ('حرف', 'بسيطه')]"
2883,مرض صافي  شوف التن و هريسه كفاش محطوط,"[('مرض', 'صافي'), ('صافي', ''), ('', 'شوف'), ('شوف', 'التن'), ('التن', 'و'), ('و', 'هريسه'), ('هريسه', 'كفاش'), ('كفاش', 'محطوط')]"
2884,حمد لله راجل يقول شاقي و لا محتاج اخدم بفرنك و حاسب بطال مهم واحد ما يمدش يدو حرام,"[('حمد', 'لله'), ('لله', 'راجل'), ('راجل', 'يقول'), ('يقول', 'شاقي'), ('شاقي', 'و'), ('و', 'لا'), ('لا', 'محتاج'), ('محتاج', 'اخدم'), ('اخدم', 'بفرنك'), ('بفرنك', 'و'), ('و', 'حاسب'), ('حاسب', 'بطال'), ('بطال', 'مهم'), ('مهم', 'واحد'), ('واحد', 'ما'), ('ما', 'يمدش'), ('يمدش', 'يدو'), ('يدو', 'حرام')]"
2885,اقوي كسكروت في عالم كسروت عياري,"[('اقوي', 'كسكروت'), ('كسكروت', 'في'), ('في', 'عالم'), ('عالم', 'كسروت'), ('كسروت', 'عياري')]"
2886, وسخ و خمج,"[('', 'وسخ'), ('وسخ', 'و'), ('و', 'خمج')]"
2887,يا جماعه احسب لكعبوره قداه من مره قال فهمت,"[('يا', 'جماعه'), ('جماعه', 'احسب'), ('احسب', 'لكعبوره'), ('لكعبوره', 'قداه'), ('قداه', 'من'), ('من', 'مره'), ('مره', 'قال'), ('قال', 'فهمت')]"
2888,سندويش خامج,"[('سندويش', 'خامج')]"
2889,خامج وبن تاع زوالي ,"[('خامج', 'وبن'), ('وبن', 'تاع'), ('تاع', 'زوالي'), ('زوالي', '')]"
2890,اشنو هذا خبز معبي هريسه و عظم مروبه و زيد فريت كلها زيت تخلبيز في تدبيز وهذا تسموه كفتاجي لا حول ولا قوه الا بالله ماكله حبس كتراس احسن منها  يقل مثل عند تريد ان تقيس حضاره بلد ما فانظر لما ياكل  قولي ماذا تاكل اقول لك من انت  شيء يعيف و يسد نفس انتهي معني واضح ,"[('اشنو', 'هذا'), ('هذا', 'خبز'), ('خبز', 'معبي'), ('معبي', 'هريسه'), ('هريسه', 'و'), ('و', 'عظم'), ('عظم', 'مروبه'), ('مروبه', 'و'), ('و', 'زيد'), ('زيد', 'فريت'), ('فريت', 'كلها'), ('كلها', 'زيت'), ('زيت', 'تخلبيز'), ('تخلبيز', 'في'), ('في', 'تدبيز'), ('تدبيز', 'وهذا'), ('وهذا', 'تسموه'), ('تسموه', 'كفتاجي'), ('كفتاجي', 'لا'), ('لا', 'حول'), ('حول', 'ولا'), ('ولا', 'قوه'), ('قوه', 'الا'), ('الا', 'بالله'), ('بالله', 'ماكله'), ('ماكله', 'حبس'), ('حبس', 'كتراس'), ('كتراس', 'احسن'), ('احسن', 'منها'), ('منها', ''), ('', 'يقل'), ('يقل', 'مثل'), ('مثل', 'عند'), ('عند', 'تريد'), ('تريد', 'ان'), ('ان', 'تقيس'), ('تقيس', 'حضاره'), ('حضاره', 'بلد'), ('بلد', 'ما'), ('ما', 'فانظر'), ('فانظر', 'لما'), ('لما', 'ياكل'), ('ياكل', ''), ('', 'قولي'), ('قولي', 'ماذا'), ('ماذا', 'تاكل'), ('تاكل', 'اقول'), ('اقول', 'لك'), ('لك', 'من'), ('من', 'انت'), ('انت', ''), ('', 'شيء'), ('شيء', 'يعيف'), ('يعيف', 'و'), ('و', 'يسد'), ('يسد', 'نفس'), ('نفس', 'انتهي'), ('انتهي', 'معني'), ('معني', 'واضح'), ('واضح', '')]"
